"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Authentication and Authorization Service","Denial of Service","Created by Rules Engine","Attackers use enumeration to discover valid user identifiers, potentially creating a Denial of Service (DoS) condition","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - TA0043 - Reconnaissance","Denial of Service||Information Disclosure"
"User Account Database","Elevation of Privilege","Created by Rules Engine","Attackers use improper security configuration for malicious activities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1021 - Remote Services||ATT&CK Enterprise - T1046 - Network Service Discovery||ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation||ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1505.003 - Web Shell||ATT&CK Enterprise - T1548.001 - Setuid and Setgid||ATT&CK Enterprise - T1548.002 - Bypass User Account Control||ATT&CK Enterprise - T1552 - Unsecured Credentials||ATT&CK Enterprise - T1562.001 - Disable or Modify Tools","Elevation of Privilege||Tampering"
"Device Registry Database","Information Disclosure","Created by Rules Engine","Cloud service discovery exposes registry hosting and permissions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATLAS - AML.T0075 - Cloud Service Discovery","Information Disclosure"
"Device Key Management Service","Information Disclosure","Created by Rules Engine","Data interception during transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Smartphone Device","Information Disclosure","Created by Rules Engine","Data transmitted over insecure channels may be intercepted, leading to potential breaches","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Smartphone Device","Denial of Service","Created by Rules Engine","Denial of Service attacks can overwhelm the system, resulting in service disruptions and potential exploitation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"Sonoff Micro Device","Denial of Service","Created by Rules Engine","Denial of service via broadcast storm","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"Smartphone Device","Tampering","Created by Rules Engine","Failure to implement secure update mechanisms can leave IoT devices vulnerable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1595.002 - Vulnerability Scanning","Tampering"
"Sonoff Micro Device","Tampering","Created by Rules Engine","Firmware tampering or downgrade","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1019 - System Firmware","Tampering"
"Sonoff SoftAP Network","Information Disclosure","Created by Rules Engine","Inadequate data encryption (Open/legacy protocols)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Smartphone Device","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and erosion of user trust","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1588 - Obtain Capabilities","Information Disclosure"
"Smartphone Device","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and unauthorized data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1530 - Data from Cloud Storage","Information Disclosure"
"User Account Database","Information Disclosure","Created by Rules Engine","Information disclosure through improper handling of user data and error messages","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1566.001 - Spearphishing Attachment||ATT&CK Enterprise - T1589.001 - Credentials||ATT&CK Enterprise - T1590 - Gather Victim Network Information||ATT&CK Enterprise - T1592 - Gather Victim Host Information||ATT&CK Enterprise - T1595 - Active Scanning","Information Disclosure"
"Sonoff Micro Device","Information Disclosure","Created by Rules Engine","Information disclosure via SNMP","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1046 - Network Service Discovery","Information Disclosure"
"User Account Database","Tampering","Created by Rules Engine","Injection attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter||ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1078.004 - Cloud Accounts||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1548.001 - Setuid and Setgid||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Information Disclosure||Tampering"
"Smartphone Device","Tampering","Created by Rules Engine","Insecure APIs can be exploited to inject malicious commands or exfiltrate data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Device Key Management Service","Repudiation","Created by Rules Engine","Insufficient monitoring and logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
"Device Key Management Service","Tampering","Created by Rules Engine","Insufficient monitoring and logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Authentication and Authorization Service","Repudiation","Created by Rules Engine","Lack of evidences of misuse due to insufficient logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1070 - Indicator Removal||ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
"Smartphone Device","Elevation of Privilege","Created by Rules Engine","Lack of proper authorization controls may result in unauthorized privilege escalation and misuse of resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"Sonoff Micro Device","Spoofing","Created by Rules Engine","MAC address spoofing","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"Device Registry Database","Tampering","Created by Rules Engine","Malicious model artefacts staged externally and pulled into registry","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATLAS - AML.T0079 - Stage Capabilities","Tampering"
"Smartphone Device","Tampering","Created by Rules Engine","Malware infections or compromised devices may lead to unauthorized manipulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1574 - Hijack Execution Flow","Tampering"
"Device Key Management Service","Information Disclosure","Created by Rules Engine","Misconfigured network components","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1046 - Network Service Discovery","Information Disclosure"
"Device Registry Database","Tampering","Created by Rules Engine","Model rollback attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATLAS - AML.T0015 - Evade AI Model","Tampering"
"Sonoff SoftAP Network","Spoofing","Created by Rules Engine","Physical layer hardware attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1195.003 - Compromise Hardware Supply Chain","Spoofing"
"Device Registry Database","Repudiation","Created by Rules Engine","Provenance gaps","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATLAS - AML.T0020 - Poison Training Data","Repudiation"
"User Account Database","Denial of Service","Created by Rules Engine","Resource exhaustion through account enumeration attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499.001 - OS Exhaustion Flood||ATT&CK Enterprise - T1499.002 - Service Exhaustion Flood||ATT&CK Enterprise - T1499.003 - Application Exhaustion Flood","Denial of Service"
"Smartphone Device","Tampering","Created by Rules Engine","Reverse engineering and code tampering can expose application logic and facilitate malicious modifications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1601 - Modify System Image","Tampering"
"Sonoff SoftAP Network","Spoofing","Created by Rules Engine","Rogue access point (Evil Twin)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"Smartphone Device","Information Disclosure","Created by Rules Engine","Storing sensitive data in insecure local storage may expose it to extraction and misuse if the device is compromised","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1005 - Data from Local System","Information Disclosure"
"Device Key Management Service","Information Disclosure","Created by Rules Engine","Unauthorized access to VPC resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1567.002 - Exfiltration to Cloud Storage","Information Disclosure"
"Sonoff Micro Device","Tampering","Created by Rules Engine","Unauthorized switch access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1570 - Lateral Tool Transfer","Tampering"
"User","General","Created by Rules Engine","Unintended human actions carried out from outside of vehicles","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"User Account Database","Repudiation","Created by Rules Engine","Unnoticed misbehaviour due to insufficient logging and monitoring","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1547 - Boot or Logon Autostart Execution||ATT&CK Enterprise - T1557 - Adversary-in-the-Middle||ATT&CK Enterprise - T1562 - Impair Defenses||ATT&CK Enterprise - T1583 - Acquire Infrastructure","Repudiation"
"Device Registry Database","Elevation of Privilege","Created by Rules Engine","Unverified model use","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATLAS - AML.T0044 - Full AI Model Access","Elevation of Privilege"
"Sonoff Micro Device","Elevation of Privilege","Created by Rules Engine","VLAN hopping","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1599.001 - Network Address Translation Traversal","Elevation of Privilege"
"Smartphone Device","Spoofing","Created by Rules Engine","Weak or inadequate authentication can allow unauthorized access to the IoT mobile application","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Spoofing"
"Sonoff SoftAP Network","Denial of Service","Created by Rules Engine","Wireless denial of service (DoS) floods","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
