"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Sonoff Micro Device SoftAP","Information Disclosure","Created by Rules Engine","Inadequate data encryption (Open/legacy protocols)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"User","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and erosion of user trust","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1588 - Obtain Capabilities","Information Disclosure"
"User","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and unauthorized data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1530 - Data from Cloud Storage","Information Disclosure"
"User","Tampering","Created by Rules Engine","Insecure APIs can be exploited to inject malicious commands or exfiltrate data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"User","Elevation of Privilege","Created by Rules Engine","Lack of proper authorization controls may result in unauthorized privilege escalation and misuse of resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"User","Tampering","Created by Rules Engine","Malware infections or compromised devices may lead to unauthorized manipulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1574 - Hijack Execution Flow","Tampering"
"Sonoff Micro Device SoftAP","Spoofing","Created by Rules Engine","Physical layer hardware attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1195.003 - Compromise Hardware Supply Chain","Spoofing"
"User","Tampering","Created by Rules Engine","Reverse engineering and code tampering can expose application logic and facilitate malicious modifications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1601 - Modify System Image","Tampering"
"Sonoff Micro Device SoftAP","Spoofing","Created by Rules Engine","Rogue access point (Evil Twin)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"User","Information Disclosure","Created by Rules Engine","Storing sensitive data in insecure local storage may expose it to extraction and misuse if the device is compromised","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1005 - Data from Local System","Information Disclosure"
"User","Spoofing","Created by Rules Engine","Weak or inadequate authentication can allow unauthorized access to the IoT mobile application","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Spoofing"
"Sonoff Micro Device SoftAP","Denial of Service","Created by Rules Engine","Wireless denial of service (DoS) floods","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
